question_from_llm,natural_question_arisen_from_code,python_script_path,tables,text,source_dataset,check_if_code_works,bias,number_of_nested_queries,error_message
"Among Oaxaca (ent=20) households that own/share a non-ag business (nna01=1) and have at least one interviewed adult (edad>=18), list the households that both reported owing money in the last 12 months (crh02_1=1) and reported paying something (crh03_1=1), whose paid amount is strictly above the average paid amount computed only among those same qualifying households. Return folio, the owed amount from the owed record (crh02_2_x), and the paid amount from the payment record (crh03_2_y), sorted by paid amount descending.","Among Oaxaca households (state 20) with at least one adult and a member who owns/shares a non-agricultural business, which households both owed and paid on credit/loans in the last 12 months and paid more than this group's average amount? List their Household IDs with the amounts owed and paid (in pesos), sorted by amount paid in descending order.",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000104.py,"[""ii_portad"", ""ii_nna"", ""ii_crh""]","[""ii_portad_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_crh_enriched.txt""]",hh09dta_b2,yes,column_provenance,1.0,
"Focusing on households in Oaxaca (ent=20), among farming households (su01=1) with no 'lost total crop' event in the last 5 years (se01e=3) and with recorded asset data, what is the average total household value of wash machine/stove (ah04f_2) for those whose household total is above the average among Oaxaca farming households that did experience a 'lost total crop' event (se01e=1)? Compute wash machine/stove totals at the household level from ii_ah before any joins to avoid double counting across multiple individuals per household.","Among households in Oaxaca that use a plot of land for farming, what is the average total household value of washing machines/stoves for those that did not lose their total crop in the last five years, considering only households whose washing machine/stove value exceeds the average among households that did lose their total crop?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000105.py,"[""ii_portad"", ""ii_ah"", ""ii_se"", ""ii_su""]","[""ii_portad_enriched.txt"", ""ii_ah_enriched.txt"", ""ii_se_enriched.txt"", ""ii_su_enriched.txt""]",hh09dta_b2,yes,join_fanout,3.0,
"Among Oaxaca (ent=20) households that reported a numeric value for total debts plus interests (crh04_1=1), how many households have total debts plus interests strictly above the Oaxaca average of this metric and, among those households, the sum of direct income from Other Government Program (in02a10) over the last 12 months is greater than zero?",How many households in Oaxaca have a reported total amount of debts and interests above the Oaxaca average (among households with reported values) and also received a positive amount directly from the Other Government Program?,python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000106.py,"[""ii_portad"", ""ii_in"", ""ii_crh""]","[""ii_portad_enriched.txt"", ""ii_in_enriched.txt"", ""ii_crh_enriched.txt""]",hh09dta_b2,yes,having,3.0,
"Among households that have at least one interviewed member aged 65 or older and actually received '70 y más' in the last 12 months (in01a11_1 = 1) with a positive direct amount (in02a11), which households have a direct amount from '70 y más' greater than the average in02a11 computed only among those same 65+ '70 y más' households that also received Liconsa Milk (in03a = 1)? Return the Household ID and in02a11.","Among households with at least one member aged 65 or older who participated in the 70 y más program and received a positive direct payment, which household IDs have 70 y más amounts exceeding the average among those that also received Liconsa milk in the last 12 months, and what are those amounts (sorted from highest to lowest)?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000107.py,"[""ii_portad"", ""ii_in"", ""ii_su""]","[""ii_portad_enriched.txt"", ""ii_in_enriched.txt"", ""ii_su_enriched.txt""]",hh09dta_b2,yes,scalar_filter,1.0,
"Among households in Oaxaca (ent = 20) that include at least one interviewed member aged 60 or older, how many of those households both reported feeling unsafe at home (vlh04 = 3 or 4) and incurred any debt in the last 12 months (crh02_1 = 1)?","How many households in Oaxaca have at least one member aged 60 or older, report feeling unsafe or very unsafe at home, and reported having incurred credit/loan debt in the last 12 months with a stated amount?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000108.py,"[""ii_portad"", ""ii_ah"", ""ii_vlh"", ""ii_nna"", ""ii_crh""]","[""ii_portad_enriched.txt"", ""ii_ah_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_crh_enriched.txt""]",hh09dta_b2,yes,multi_join,3.0,
"Among households in Oaxaca (ent=20) that have at least one interviewed individual aged 25–54 and that reported a numeric total debt amount (crh04_1=1), how many distinct households both have at least one member who owns financial assets/afores (ah03h=1) and a total debt amount (crh04_2) strictly above the mean crh04_2 computed over those same eligible Oaxaca households with a reported value?",How many households in Oaxaca that have at least one member aged 25–54 and at least one member owning financial assets/afores have a recorded total debts plus interest amount higher than the average among Oaxaca households with a 25–54-year-old and recorded debt values?,python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000109.py,"[""ii_portad"", ""ii_crh"", ""ii_ah"", ""ii_inr""]","[""ii_portad_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_ah_enriched.txt"", ""ii_inr_enriched.txt""]",hh09dta_b2,yes,column_provenance,2.0,
"Among households that use a plot for farming (su01=1), reported a total crop loss in the last five years (se01e=1), and report that none of their members participate in an Other Government Program (in01a10_1=3), what is the average household chemical fertilizer expense (su231) by the number of adults aged 18+ in the household? Use households as the unit of analysis (do not let multiple adults per household double‑count the household), and restrict to households with at least one adult.","Among households that use a plot/land for farming, experienced a total crop loss in the last five years, and have no members participating in any Other Government Program, what is the average household expense in chemical fertilizer by number of adults (age 18+), and how many households are in each adult-count group?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000110.py,"[""ii_portad"", ""ii_su"", ""ii_inr"", ""ii_in"", ""ii_se""]","[""ii_portad_enriched.txt"", ""ii_su_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_in_enriched.txt"", ""ii_se_enriched.txt""]",hh09dta_b2,yes,join_fanout,3.0,
"Among Oaxaca (ent=20) households that both own any electronic device (ah03e=1) and incurred debts in the last 12 months (crh02_1=1), and that reported a numeric amount paid in the last 12 months (crh03_1=1), which households paid strictly more than the average amount paid among those same Oaxaca indebted, device-owning households?","Among households in Oaxaca that own an electronic device and reported owing money on credit/loans and making payments in the last 12 months, which household IDs paid more than the average amount in pesos, and how much did they pay (sorted from highest to lowest)?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000112.py,"[""ii_portad"", ""ii_inr"", ""ii_se"", ""ii_crh"", ""ii_ah""]","[""ii_portad_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_se_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_ah_enriched.txt""]",hh09dta_b2,yes,scalar_filter,1.0,
"Among adults (age >= 18) in Oaxaca (ent = 20) who live in households that explicitly reported using a plot of land for sowing/farming (su01 = 1), what percentage of those adults live in localities where the respondent felt unsafe at home (vlh04 = 3 or 4)? Use only adults in households with a valid vlh04 response (values 1–4) as the denominator; do not count missing vlh04 as unsafe or in the base.","In Oaxaca, among adults aged 18+ living in households that use a plot of land for cultivation, how many adults provided a valid answer to the question “Feel safe at home?” and how many reported feeling Unsafe or Very unsafe?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000113.py,"[""ii_portad"", ""ii_su"", ""ii_inr"", ""ii_vlh"", ""ii_ah""]","[""ii_portad_enriched.txt"", ""ii_su_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_ah_enriched.txt""]",hh09dta_b2,yes,multi_join,1.0,
"Among households in Oaxaca (ent=20) that have at least one interviewed adult (edad >= 18) and reported using a plot/land for farming (su01=1), which household IDs reported explicit numeric values for both total debts + interests (crh04_1=1) and amount paid in the last 12 months (crh03_1=1), and had total debts (crh04_2) strictly above the average total debts among those same qualifying households?","Among households in Oaxaca with at least one adult that use a plot of land for farming, which Household IDs reported numeric values for both the amount paid on debts in the last 12 months and total debts plus interest, and have total debts plus interest above the group’s average—and what are those total debt amounts, sorted from highest to lowest?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000114.py,"[""ii_portad"", ""ii_su"", ""ii_crh""]","[""ii_portad_enriched.txt"", ""ii_su_enriched.txt"", ""ii_crh_enriched.txt""]",hh09dta_b2,yes,column_provenance,2.0,
"Among Oaxaca households (ent=20) that reported at least one illness/accident/hospitalization of a household member in the last five years (se01b=1), and restricting to households that reported any motor-vehicle value (ah04d_1=1 for at least one member), what is the average total debts + interests (crh04_2) among the subset whose summed household motor-vehicle value (sum of ah04d_2 across all members) is below the average motor-vehicle value of that Oaxaca-affected set?","What is the average total amount of household debts plus interest (in pesos) among households in Oaxaca that reported a household member’s disease/accident/hospitalization in the last five years and have a recorded motor vehicle value, considering only those whose total motor vehicle value is below the average among these households?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000115.py,"[""ii_portad"", ""ii_crh"", ""ii_se"", ""ii_ah""]","[""ii_portad_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_se_enriched.txt"", ""ii_ah_enriched.txt""]",hh09dta_b2,yes,join_fanout,2.0,
"Among states (ii_portad.ent) that are represented by at least 30 distinct households that both use land for farming (ii_su.su01 = 1) and have an ii_inr record, which states have at least 10 such households that explicitly reported producing/selling honey in the last 12 months (ii_inr.inr02i = 1)? Count each household once via its folio, and exclude households with missing inr02i rather than treating them as ""No"".","Which states have at least 30 households that use a plot of land for farming and, among them, at least 10 households that produced or sold honey in the last 12 months, and how many such honey-producing households does each of those states have (sorted from most to least)?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000116.py,"[""ii_portad"", ""ii_inr"", ""ii_su""]","[""ii_portad_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_su_enriched.txt""]",hh09dta_b2,yes,having,2.0,
"Among interviewed individuals living in households that explicitly reported owning/sharing a non-agricultural business (nna01=1), which individuals are older than the average age of interviewed individuals living in households that explicitly reported not owning/sharing a non-agricultural business (nna01=2)? Return their Household ID (folio), Individual ID (ls), and age (edad).","Among households with at least one member who owns or shares a non-agricultural business, which individuals are older than the average age of individuals in households where at least one member does not own or share a non-agricultural business? Return Household ID (folio), Individual ID (ls), and age.",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000117.py,"[""ii_portad"", ""ii_nna"", ""ii_su"", ""ii_ah""]","[""ii_portad_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_su_enriched.txt"", ""ii_ah_enriched.txt""]",hh09dta_b2,yes,scalar_filter,2.0,
"Among households in Oaxaca (state code ent = 20) that have at least one adult (edad >= 18) and reported a positive total debts + interests amount in the last 12 months (crh04_1 = 1 and crh04_2 > 0), excluding those that received Liconsa Milk in the last 12 months (in03a = 1), how many households both received any direct transfer from an Other Government Program (in02a10 > 0) and have total debts above the average debt among those qualifying Oaxaca households?","How many households in Oaxaca with at least one adult, that did not receive Liconsa milk in the last 12 months, reported a positive total amount of debts plus interests exceeding the average for these households, and directly received a positive amount from the Other Government Program?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000118.py,"[""ii_portad"", ""ii_in"", ""ii_crh"", ""ii_su""]","[""ii_portad_enriched.txt"", ""ii_in_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_su_enriched.txt""]",hh09dta_b2,yes,multi_join,3.0,
"Among households in Oaxaca (ent = 20), which household IDs both cultivate a plot (su01 = 1) and report owning a motor vehicle (ah03d = 1), and that have at least one joined roster–assets row where the roster member is an adult (edad >= 18) and the assets module’s individual ID is 1? Return each qualifying household once. Note: this requires using values from both the roster (edad) and assets (ah03d, ls) tables after joining on folio, and the condition is existence of at least one qualifying row per household, not that all members qualify.","Which household IDs in Oaxaca have at least one member aged 18 or older, use a plot of land for cultivation, and have the individual with ID 1 reporting ownership of a motor vehicle?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000119.py,"[""ii_portad"", ""ii_inr"", ""ii_nna"", ""ii_su"", ""ii_ah""]","[""ii_portad_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_su_enriched.txt"", ""ii_ah_enriched.txt""]",hh09dta_b2,yes,column_provenance,1.0,
"Among households in Oaxaca (ent=20) that reported incurring debts in the last 12 months (crh02_1=1) and for which a total debts amount is recorded (crh04_1=1), what is the average total debts + interests (crh04_2) by motor-vehicle ownership status, treating a household as owning a motor vehicle if any member reports ownership (ah03d=1) and counting each household once regardless of how many individuals were interviewed?","Among households in Oaxaca that reported amounts for both money owed on credit/loans in the last 12 months and total debts plus interest, what is the average total debts plus interest (in pesos) for households that own at least one motor vehicle versus those that do not, and how many households are in each group?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000120.py,"[""ii_portad"", ""ii_nna"", ""ii_ah"", ""ii_crh"", ""ii_se""]","[""ii_portad_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_ah_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_se_enriched.txt""]",hh09dta_b2,yes,join_fanout,1.0,
"Among states (ent), which states have at least 100 distinct households where the household reports feeling safe or very safe at home (vlh04 in [1, 2]) and at least one respondent in that household reported owning a motor vehicle (ah03d = 1)? Return the state code and the count of such households. Note: count distinct households, not respondents.","Which states have at least 100 households where a household member owns a motor vehicle and residents report feeling safe or very safe at home, and how many such households are in each state (sorted by count)?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000121.py,"[""ii_portad"", ""ii_vlh"", ""ii_ah""]","[""ii_portad_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_ah_enriched.txt""]",hh09dta_b2,yes,having,2.0,
"Among households in Oaxaca (ent=20), which households that reported receiving income from the 'Other Government Program' (in01a10_1=1) received a direct amount (in02a10) greater than the nationwide average direct amount among households that reported receiving from that same program?","Which household IDs in Oaxaca received direct income from an Other Government Program in the last 12 months that exceeded the overall average amount among all recipients, and how much did they receive?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000122.py,"[""ii_portad"", ""ii_se"", ""ii_in""]","[""ii_portad_enriched.txt"", ""ii_se_enriched.txt"", ""ii_in_enriched.txt""]",hh09dta_b2,yes,scalar_filter,2.0,
"Among households with at least one member owning a motor vehicle (from ii_ah), which states (ent from ii_portad) have an above-average (relative to the national mean per state) number of households that both: (a) explicitly reported participating in and receiving income from an 'Other Government Program' in the last 12 months (ii_in: in01a10_1 = 1 and in02a10 > 0), and (b) feel unsafe or very unsafe at home (ii_vlh: vlh04 in {3,4})? Count only households within the motor-vehicle-owning universe, and treat value 3 = 'No' as non-participation rather than missing.","Which states have an above-average number of households that received a positive amount from an 'Other Government Program' in the last 12 months, report feeling unsafe or very unsafe at home, and own a motor vehicle, and how many such households does each of those states have?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000123.py,"[""ii_portad"", ""ii_in"", ""ii_inr"", ""ii_vlh"", ""ii_ah""]","[""ii_portad_enriched.txt"", ""ii_in_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_ah_enriched.txt""]",hh09dta_b2,yes,multi_join,2.0,
"Among households that both report using a plot for farming (su01=1 in ii_su) and owning/sharing a non‑ag business (nna01=1 in ii_nna), how many such households in Oaxaca (ent=20) contain at least one adult (edad ≥ 18) and at least one child (edad < 18) interviewed within the same household? Count households (not person-pairs).","How many households in Oaxaca have at least one adult (age 18+) and at least one minor (under 18), where a household member owns or shares a non‑agricultural business and a household member uses a plot of land for sowing/farming/vegetables?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000124.py,"[""ii_portad"", ""ii_nna"", ""ii_su""]","[""ii_portad_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_su_enriched.txt""]",hh09dta_b2,yes,column_provenance,1.0,
"Among Oaxaca households (ent = 20 in ii_portad) whose direct receipts from the Other Government Program (ii_in.in02a10) exceed the Oaxaca-wide mean among recipient households, what is the average household size (number of members in ii_portad) by whether the household owns/shares a non-agricultural business (ii_nna.nna01 = 1 Yes vs 2 No)? Ensure the calculation is at the household level to avoid double-counting from multiple members’ records.","Among households in Oaxaca that received a positive direct amount from Other Government Program and whose amount exceeds the Oaxaca average among such recipients, what is the average household size for those that own/share a non‑agricultural business versus those that do not?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000125.py,"[""ii_portad"", ""ii_ah"", ""ii_in"", ""ii_nna""]","[""ii_portad_enriched.txt"", ""ii_ah_enriched.txt"", ""ii_in_enriched.txt"", ""ii_nna_enriched.txt""]",hh09dta_b2,yes,join_fanout,3.0,
"Among interviewed individuals, restrict to those living in households that both use a plot of land (su01=1 in ii_su) and reported producing/selling both meat and eggs in the last 12 months (inr02c=1 and inr02d=1 in ii_inr). Considering only states that have at least 30 such interviewed individuals, which states have a mean interviewed age strictly above the overall mean interviewed age across all such individuals nationwide?","Which states have an average age of interviewed individuals higher than the overall average among those living in households that use a plot/land for farming and that produced/sold both meat and eggs in the last 12 months, considering only states with at least 30 individuals, and list each state's average age and number of individuals, sorted from highest to lowest average age?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000126.py,"[""ii_portad"", ""ii_inr"", ""ii_su""]","[""ii_portad_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_su_enriched.txt""]",hh09dta_b2,yes,having,2.0,
"Among households that reported at least one of these last-5-years shocks (any of se01a–se01f = 1): death of a member, serious illness/accident/hospitalization, unemployment/business failure, loss of dwelling/business by natural disaster, total crop loss, or loss/death of productive animals, which households have a total number of break-ins since 2005 (vlh18a) strictly greater than the average vlh18a observed among households that explicitly reported none of these shocks (se01a–se01f all equal to 3)? Return Household ID and vlh18a.","Which households that reported any of the following shocks in the last five years—death of a household member, serious illness/accident/hospitalization, unemployment/business failure, loss of dwelling/business to a natural disaster, total crop loss, or loss/robbery/death of animals—have a total number of break-ins/robberies of their house/business/parcel since 2005 greater than the average among households that reported none of these shocks? List the Household ID (folio) and the total count (vlh18a).",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000127.py,"[""ii_portad"", ""ii_se"", ""ii_vlh"", ""ii_inr"", ""ii_nna""]","[""ii_portad_enriched.txt"", ""ii_se_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_nna_enriched.txt""]",hh09dta_b2,yes,scalar_filter,3.0,
"Among Oaxaca households (ent = 20) that both use a plot/land for farming (su01 = 1) and own/share a non‑agricultural business (nna01 = 1), and that have at least one interviewed person aged 60 or older, which household IDs received a direct amount from an Other Government Program (in02a10) above the average of such households? Return the household ID and the received amount, sorted descending. Note: a household counts as having received this direct amount only if in01a10_1 = 1; households are included if at least one qualifying person exists, not all members.","Which households (by Household ID) in Oaxaca with at least one member aged 60 or older, that both use land for farming and own/share a non‑agricultural business, and that reported receiving income from the Other Government Program in the last 12 months, have a per-household average amount of direct receipts from that program above the overall average for this group, and what is that amount (sorted highest to lowest)?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000128.py,"[""ii_portad"", ""ii_su"", ""ii_in"", ""ii_nna""]","[""ii_portad_enriched.txt"", ""ii_su_enriched.txt"", ""ii_in_enriched.txt"", ""ii_nna_enriched.txt""]",hh09dta_b2,yes,multi_join,2.0,
"Among households in Oaxaca (ent = 20) that contain at least one interviewed person aged 60 or older and at least one under 30 (assessed within-household from paired respondents), how many such households are there by non-ag business ownership status (nna01: 1=Yes, 2=No)? Count each qualifying household once regardless of how many qualifying pairs it has.","In Oaxaca, how many households that include at least one member aged 60 or older and at least one member under 30 are there, grouped by whether any household member owns or shares a non-agricultural business (Yes vs No)?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000129_repaired_v1.py,"[""ii_portad"", ""ii_nna"", ""ii_vlh""]","[""ii_portad_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_vlh_enriched.txt""]",hh09dta_b2,yes,column_provenance,1.0,
"Among households that report feeling unsafe at home (vlh04 in {3,4}) and have lived in their current dwelling since 2005 or earlier (vlh02_2 <= 2005), restrict to households whose adult count (age >= 18) is above the mean adult count computed among households with at least one adult. Within this subset, what are the numerator and denominator counts for the share of households that produced or sold canned goods in the last 12 months (inr02b explicitly marked 1 = Yes), counting each household at most once even if multiple members responded and not treating missing values as No?","Among households with more adults (age 18+) than the overall average, whose members feel unsafe or very unsafe at home and have lived in their current home since 2005 or earlier, how many such households are there in total, and how many of them produced or sold canned goods in the last 12 months?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000130.py,"[""ii_portad"", ""ii_inr"", ""ii_vlh""]","[""ii_portad_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_vlh_enriched.txt""]",hh09dta_b2,yes,join_fanout,3.0,
"Among states, considering only households that both used a plot/land for cultivation (su01 = 1) and explicitly answered ""No"" (value 3) to producing/selling meat in the last 12 months (inr02c = 3), which states have at least 25 such households and, among those states, which have a maximum amount paid on debts in the last 12 months (crh03_2) above the average of these state-level maxima? Return the state code (ent), the number of qualifying households, and the state-level maximum paid, sorted by the maximum paid descending.","By state, among households that use a plot/land for sowing/farming/vegetables and did not produce or sell meat in the last 12 months, which states with at least 25 such households have a maximum amount paid on debts/loans in the last 12 months that is above the overall average of these state-level maxima, and what are the household counts and those maxima?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000131.py,"[""ii_portad"", ""ii_inr"", ""ii_crh"", ""ii_nna"", ""ii_su""]","[""ii_portad_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_su_enriched.txt""]",hh09dta_b2,yes,having,3.0,
"Among households that report using a plot of land for cultivation (su01 = 1), which households both have savings in a bank (crh01_1b indicates Bank) and report a positive expense on hired workers (su237) that is greater than the average workers’ expense computed only among those plot-using households? Return the household IDs and their workers’ expense, sorted from highest to lowest.","Which households that use a plot/land for farming and have bank savings spent more than the average on workers, and how much did they spend (Household ID and amount), sorted from highest to lowest?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000132.py,"[""ii_portad"", ""ii_inr"", ""ii_crh"", ""ii_ah"", ""ii_su""]","[""ii_portad_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_ah_enriched.txt"", ""ii_su_enriched.txt""]",hh09dta_b2,yes,scalar_filter,1.0,
"Among households in Oaxaca (ent=20) that have at least one interviewed member aged 18 or older, and that reported an explicit numeric value for total debts + interests in the last 12 months (crh04_1=1), what is the average total debts + interests (crh04_2, pesos) by plot-use status (su01: 1=Yes, 3=No)? Return only those plot-use categories whose average is strictly above the overall average among these Oaxaca households meeting the prior criteria.","Among households in Oaxaca with at least one member aged 18 or older that reported a numeric value for total debts plus interest, which group—those that use a plot/land for sowing/farming/vegetables (Yes) or those that do not (No)—has an average total debt (in pesos) above the overall average, listed from highest to lowest average debt?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000133.py,"[""ii_portad"", ""ii_su"", ""ii_crh""]","[""ii_portad_enriched.txt"", ""ii_su_enriched.txt"", ""ii_crh_enriched.txt""]",hh09dta_b2,yes,multi_join,1.0,
"Among households that reported incurring debts in the last 12 months (crh02_1 = 1), how many households have at least one adult (edad >= 18) living with at least one child (edad < 18) in the same household? Count each household once even if multiple such adult–child pairs exist.",How many households that reported owing money on credit or loans in the last 12 months have at least one adult (age 18 or older) and at least one child (under 18) among their members?,python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000134.py,"[""ii_portad"", ""ii_se"", ""ii_crh"", ""ii_nna""]","[""ii_portad_enriched.txt"", ""ii_se_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_nna_enriched.txt""]",hh09dta_b2,yes,column_provenance,2.0,
"Among households that (i) have at least one member who owns a motor vehicle (ah03d = 1 in ii_ah), (ii) report feeling very safe at home (vlh04 = 1 in ii_vlh), and (iii) have a household size strictly above the overall average household size computed across all households (from ii_portad), what is the average total amount of debts plus interests in pesos (crh04_2) among those that explicitly reported a numeric value (crh04_1 = 1)?","What is the average total debt plus interest (in pesos) among households that are larger than the overall average household size, have at least one member who owns a motor vehicle, and report feeling very safe at home?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000135.py,"[""ii_portad"", ""ii_crh"", ""ii_vlh"", ""ii_ah"", ""ii_su""]","[""ii_portad_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_ah_enriched.txt"", ""ii_su_enriched.txt""]",hh09dta_b2,yes,join_fanout,2.0,
"Among distinct households (distinct folios, not individual respondents) that received a positive amount directly from the Other Government Program in the last 12 months (in02a10 > 0), which states (ent) have at least 30 such households, and for those states, how many of these qualifying households also reported producing/selling dairy products (inr02a = 1)? Return the state code and both counts.","By state, which states have at least 30 households that received a positive amount directly from an Other Government Program, and for each of those states, how many such households are there in total and how many reported producing or selling dairy products in the last 12 months?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000136.py,"[""ii_portad"", ""ii_inr"", ""ii_in"", ""ii_se""]","[""ii_portad_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_in_enriched.txt"", ""ii_se_enriched.txt""]",hh09dta_b2,yes,having,1.0,
"Among households that reported a numerical debt value in the last 12 months (crh02_1 = 1), which households had a total number of robberies since 2005 (vlh18a) strictly above the overall average computed only among households that experienced at least one such event (vlh18a > 0, excluding zeros/no-events), regardless of debt status? Return the household ID (folio), vlh18a, and the recorded debt amount (crh02_2).","Which households reported a pesos amount owed on credit/loans in the last 12 months and have a total number of house/business/parcel robberies since 2005 greater than the average among households with any such robberies, and what are their Household ID, incident count, and owed amount?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000137.py,"[""ii_portad"", ""ii_inr"", ""ii_crh"", ""ii_vlh""]","[""ii_portad_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_vlh_enriched.txt""]",hh09dta_b2,yes,scalar_filter,1.0,
"Among Oaxaca (ent=20) households that have at least one adult resident (edad >= 18) in ii_portad, how many distinct households both reported using any plot of land for sowing/farming (su01 = 1 in ii_su) and explicitly received a positive amount directly from an 'Other Government Program' in the last 12 months (in01a10_1 = 1 and in02a10 > 0 in ii_in)? Count distinct households, not person-rows.","How many households in Oaxaca (state 20) with at least one member aged 18 or older use a plot of land for sowing/farming and, in the last 12 months, participated in and received income from an Other Government Program with a positive directly received amount?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000138.py,"[""ii_portad"", ""ii_ah"", ""ii_nna"", ""ii_in"", ""ii_su""]","[""ii_portad_enriched.txt"", ""ii_ah_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_in_enriched.txt"", ""ii_su_enriched.txt""]",hh09dta_b2,yes,multi_join,3.0,
"Among households that simultaneously include at least one older adult (edad ≥ 70) and at least one child (edad < 12) as distinct members within the same folio, which states (ent) have a number of such households that received Liconsa milk in the last 12 months (in03a = 1) above the national mean count across states? Return the state codes and their counts.","Which states have an above-national-average number of households that include both a senior aged 70 or older and a child under 12, and that reported receiving Liconsa milk in the last 12 months, and how many such households are there in each state?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000139.py,"[""ii_portad"", ""ii_crh"", ""ii_in"", ""ii_se""]","[""ii_portad_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_in_enriched.txt"", ""ii_se_enriched.txt""]",hh09dta_b2,yes,column_provenance,1.0,
